permit_id,sensor_reading_id,permit_type,status,zone_id,unit_id,issued_at,expires_at
PERMIT-009565,9565,hot_work,active,unit-1-zone-1,unit-1,2026-06-22T08:45:25.511172,2026-06-22T12:21:26.579034
PERMIT-009566,9566,electrical,expired,unit-1-zone-2,unit-1,2026-06-22T07:03:28.195695,2026-06-22T09:36:37.742225
PERMIT-009567,9567,general,active,unit-4-zone-3,unit-4,2026-06-23T03:26:23.061432,2026-06-23T07:25:44.529818
PERMIT-009568,9568,confined_space,active,unit-1-zone-3,unit-1,2026-06-22T09:12:18.330891,2026-06-22T15:41:51.290281
PERMIT-009569,9569,electrical,active,unit-3-zone-3,unit-3,2026-06-25T04:41:36.464188,2026-06-25T07:59:03.587899
PERMIT-009570,9570,hot_work,expired,unit-5-zone-3,unit-5,2026-07-04T03:33:42.057844,2026-07-04T03:41:27.313436
PERMIT-009571,9571,confined_space,expired,unit-3-zone-3,unit-3,2026-06-25T04:48:44.251730,2026-06-25T04:08:44.691247
PERMIT-009572,9572,general,active,unit-1-zone-3,unit-1,2026-06-22T10:08:57.803603,2026-06-22T17:20:45.767967
PERMIT-009573,9573,confined_space,expired,unit-2-zone-2,unit-2,2026-06-22T14:12:51.786854,2026-06-22T12:46:28.359802
PERMIT-009574,9574,electrical,active,unit-1-zone-2,unit-1,2026-06-22T08:48:41.689946,2026-06-22T14:16:48.767290
PERMIT-009575,9575,hot_work,active,unit-1-zone-2,unit-1,2026-06-22T07:30:58.490179,2026-06-22T15:05:18.459901
PERMIT-009576,9576,general,expired,unit-2-zone-1,unit-2,2026-06-22T13:27:50.832487,2026-06-22T14:13:36.801145
PERMIT-009577,9577,electrical,active,unit-2-zone-2,unit-2,2026-06-22T11:54:43.522948,2026-06-22T19:06:09.158736
PERMIT-009578,9578,confined_space,expired,unit-5-zone-3,unit-5,2026-07-04T00:19:06.078526,2026-07-04T04:07:23.633167
PERMIT-009579,9579,general,active,unit-1-zone-1,unit-1,2026-06-22T09:31:50.403312,2026-06-22T13:27:46.160169
PERMIT-009580,9580,electrical,active,unit-1-zone-2,unit-1,2026-06-22T08:20:33.576833,2026-06-22T11:33:45.925426
PERMIT-009581,9581,confined_space,active,unit-2-zone-3,unit-2,2026-06-22T14:31:58.188884,2026-06-22T18:47:31.557082
PERMIT-009582,9582,electrical,expired,unit-1-zone-2,unit-1,2026-06-22T10:37:34.019101,2026-06-22T10:39:29.345106
PERMIT-009583,9583,hot_work,active,unit-1-zone-1,unit-1,2026-06-22T07:50:26.974199,2026-06-22T15:30:58.117863
PERMIT-009584,9584,confined_space,expired,unit-1-zone-1,unit-1,2026-06-22T09:42:57.357928,2026-06-22T10:00:41.234073
PERMIT-009585,9585,general,expired,unit-4-zone-3,unit-4,2026-06-23T02:15:15.922253,2026-06-23T04:21:42.033977
PERMIT-009586,9586,general,active,unit-5-zone-1,unit-5,2026-07-04T04:04:03.864148,2026-07-04T08:52:54.880277
PERMIT-009587,9587,hot_work,active,unit-1-zone-2,unit-1,2026-06-22T10:02:46.387138,2026-06-22T15:14:44.310975
PERMIT-009588,9588,electrical,active,unit-3-zone-1,unit-3,2026-06-25T02:23:32.777678,2026-06-25T07:46:13.760995
PERMIT-009589,9589,general,active,unit-4-zone-3,unit-4,2026-06-23T04:05:19.038252,2026-06-23T10:25:54.809225
PERMIT-009590,9590,electrical,active,unit-4-zone-2,unit-4,2026-06-23T05:50:38.703581,2026-06-23T08:51:53.766129
PERMIT-009591,9591,confined_space,active,unit-1-zone-2,unit-1,2026-06-22T09:34:35.807154,2026-06-22T13:46:42.214017
PERMIT-009592,9592,general,expired,unit-4-zone-2,unit-4,2026-06-23T03:15:08.787912,2026-06-23T05:57:29.995412
PERMIT-009593,9593,electrical,active,unit-4-zone-3,unit-4,2026-06-23T05:52:58.215709,2026-06-23T13:40:41.733345
PERMIT-009594,9594,electrical,active,unit-5-zone-1,unit-5,2026-07-04T03:20:58.770621,2026-07-04T05:37:53.271290
PERMIT-009595,9595,hot_work,active,unit-2-zone-3,unit-2,2026-06-22T14:48:25.988713,2026-06-22T21:10:19.268351
PERMIT-009596,9596,electrical,active,unit-5-zone-3,unit-5,2026-07-04T04:09:01.894907,2026-07-04T11:40:32.900047
PERMIT-009597,9597,electrical,active,unit-3-zone-3,unit-3,2026-06-25T02:49:29.749086,2026-06-25T06:05:40.293122
PERMIT-009598,9598,confined_space,active,unit-1-zone-1,unit-1,2026-06-22T10:32:33.028874,2026-06-22T13:07:21.311591
PERMIT-009599,9599,hot_work,active,unit-5-zone-2,unit-5,2026-07-04T03:00:08.550655,2026-07-04T08:20:51.410003
PERMIT-009600,9600,electrical,active,unit-2-zone-1,unit-2,2026-06-22T11:42:36.910907,2026-06-22T15:39:37.156055
PERMIT-009601,9601,confined_space,active,unit-4-zone-1,unit-4,2026-06-23T05:56:52.744171,2026-06-23T13:16:22.037444
PERMIT-009602,9602,confined_space,active,unit-4-zone-3,unit-4,2026-06-23T03:01:16.025716,2026-06-23T10:00:28.101267
PERMIT-009603,9603,confined_space,active,unit-4-zone-2,unit-4,2026-06-23T04:42:05.647631,2026-06-23T12:36:46.851540
PERMIT-009604,9604,electrical,active,unit-3-zone-3,unit-3,2026-06-25T04:17:36.444949,2026-06-25T11:45:00.015636
PERMIT-009605,9605,hot_work,active,unit-3-zone-2,unit-3,2026-06-25T01:56:00.782096,2026-06-25T08:52:43.625845
PERMIT-009606,9606,electrical,expired,unit-3-zone-2,unit-3,2026-06-25T04:46:10.440868,2026-06-25T05:06:34.362890
PERMIT-009607,9607,hot_work,active,unit-4-zone-2,unit-4,2026-06-23T06:45:04.096912,2026-06-23T10:33:16.395738
PERMIT-009608,9608,general,active,unit-5-zone-1,unit-5,2026-07-04T02:30:35.236613,2026-07-04T08:57:11.044654
PERMIT-009609,9609,electrical,expired,unit-2-zone-2,unit-2,2026-06-22T12:37:26.661525,2026-06-22T15:08:48.437916
PERMIT-009610,9610,general,expired,unit-2-zone-2,unit-2,2026-06-22T12:25:51.120570,2026-06-22T14:31:01.485077
PERMIT-009611,9611,electrical,active,unit-4-zone-1,unit-4,2026-06-23T06:03:11.075174,2026-06-23T12:53:48.641593
PERMIT-009612,9612,confined_space,expired,unit-3-zone-1,unit-3,2026-06-25T02:59:40.725532,2026-06-25T04:21:04.946599
PERMIT-009613,9613,electrical,active,unit-1-zone-1,unit-1,2026-06-22T08:41:52.645837,2026-06-22T15:40:14.208354
PERMIT-009614,9614,general,active,unit-5-zone-3,unit-5,2026-07-04T03:00:54.319927,2026-07-04T09:56:47.347181
PERMIT-009615,9615,confined_space,active,unit-1-zone-3,unit-1,2026-06-22T11:05:51.373626,2026-06-22T13:51:31.936413
PERMIT-009616,9616,general,active,unit-2-zone-1,unit-2,2026-06-22T14:41:33.791842,2026-06-22T17:41:06.506138
PERMIT-009617,9617,general,active,unit-5-zone-3,unit-5,2026-07-04T02:25:26.007389,2026-07-04T09:39:35.431482
PERMIT-009618,9618,electrical,active,unit-4-zone-2,unit-4,2026-06-23T06:04:28.373256,2026-06-23T09:28:19.691648
PERMIT-009619,9619,general,expired,unit-1-zone-2,unit-1,2026-06-22T09:52:30.778338,2026-06-22T11:16:48.345377
PERMIT-009620,9620,confined_space,expired,unit-5-zone-3,unit-5,2026-07-04T02:08:14.082153,2026-07-04T05:25:14.870787
PERMIT-009621,9621,electrical,expired,unit-1-zone-3,unit-1,2026-06-22T11:53:36.854776,2026-06-22T12:42:36.807869
PERMIT-009622,9622,electrical,active,unit-4-zone-3,unit-4,2026-06-23T06:51:20.285231,2026-06-23T13:48:28.315381
PERMIT-009623,9623,confined_space,active,unit-5-zone-1,unit-5,2026-07-04T04:28:48.282067,2026-07-04T07:18:59.234667
PERMIT-009624,9624,general,expired,unit-5-zone-2,unit-5,2026-07-04T04:35:41.353314,2026-07-04T05:51:14.889897
PERMIT-009625,9625,confined_space,expired,unit-4-zone-2,unit-4,2026-06-23T06:53:39.934776,2026-06-23T07:24:34.106615
PERMIT-009626,9626,electrical,active,unit-1-zone-3,unit-1,2026-06-22T09:40:40.870892,2026-06-22T16:22:54.099724
PERMIT-009627,9627,general,active,unit-5-zone-3,unit-5,2026-07-04T04:11:26.152274,2026-07-04T06:30:37.317689
PERMIT-009628,9628,hot_work,active,unit-1-zone-2,unit-1,2026-06-22T11:03:28.330703,2026-06-22T18:12:29.469302
PERMIT-009629,9629,general,expired,unit-2-zone-3,unit-2,2026-06-22T12:29:29.830259,2026-06-22T15:42:06.111143
PERMIT-009630,9630,hot_work,active,unit-4-zone-2,unit-4,2026-06-23T05:43:36.284841,2026-06-23T10:05:08.472752
PERMIT-009631,9631,electrical,active,unit-3-zone-3,unit-3,2026-06-25T06:03:26.082841,2026-06-25T08:37:53.950825
PERMIT-009632,9632,electrical,active,unit-3-zone-2,unit-3,2026-06-25T05:58:01.535044,2026-06-25T09:18:56.152420
PERMIT-009633,9633,electrical,expired,unit-3-zone-1,unit-3,2026-06-25T03:10:35.551673,2026-06-25T06:29:44.008687
PERMIT-009634,9634,hot_work,active,unit-5-zone-3,unit-5,2026-07-04T03:23:51.250189,2026-07-04T08:54:25.093859
PERMIT-009635,9635,electrical,active,unit-2-zone-3,unit-2,2026-06-22T15:28:27.298970,2026-06-22T21:59:18.434906
PERMIT-009636,9636,electrical,active,unit-2-zone-3,unit-2,2026-06-22T13:16:08.899547,2026-06-22T18:42:11.073838
PERMIT-009637,9637,electrical,active,unit-5-zone-3,unit-5,2026-07-04T03:03:17.477315,2026-07-04T10:00:10.527563
PERMIT-009638,9638,hot_work,active,unit-4-zone-3,unit-4,2026-06-23T05:15:58.243651,2026-06-23T09:58:54.630572
PERMIT-009639,9639,hot_work,active,unit-4-zone-2,unit-4,2026-06-23T06:56:40.976033,2026-06-23T11:28:08.473493
PERMIT-009640,9640,confined_space,active,unit-2-zone-1,unit-2,2026-06-22T15:04:35.084399,2026-06-22T18:28:19.691415
PERMIT-009641,9641,confined_space,expired,unit-2-zone-2,unit-2,2026-06-22T12:27:55.079362,2026-06-22T14:48:14.503248
PERMIT-009642,9642,hot_work,active,unit-2-zone-1,unit-2,2026-06-22T13:19:24.703969,2026-06-22T16:37:31.688790
PERMIT-009643,9643,general,active,unit-3-zone-2,unit-3,2026-06-25T03:10:50.282641,2026-06-25T09:10:43.977840
PERMIT-009644,9644,general,expired,unit-3-zone-1,unit-3,2026-06-25T03:29:49.010665,2026-06-25T05:45:51.064532
PERMIT-009645,9645,electrical,active,unit-2-zone-2,unit-2,2026-06-22T16:25:53.281366,2026-06-22T19:08:28.399007
PERMIT-009646,9646,hot_work,active,unit-2-zone-3,unit-2,2026-06-22T14:16:22.404647,2026-06-22T22:11:09.940013
PERMIT-009647,9647,electrical,expired,unit-1-zone-3,unit-1,2026-06-22T12:18:43.135630,2026-06-22T11:30:30.815608
PERMIT-009648,9648,general,active,unit-1-zone-2,unit-1,2026-06-22T12:55:18.229103,2026-06-22T15:50:01.412962
PERMIT-009649,9649,hot_work,active,unit-4-zone-3,unit-4,2026-06-23T04:27:09.561530,2026-06-23T09:39:53.725345
PERMIT-009650,9650,confined_space,active,unit-1-zone-1,unit-1,2026-06-22T13:27:23.438397,2026-06-22T19:57:05.004797
PERMIT-009651,9651,general,active,unit-4-zone-2,unit-4,2026-06-23T05:12:29.479354,2026-06-23T08:51:50.917083
PERMIT-009652,9652,electrical,active,unit-5-zone-3,unit-5,2026-07-04T06:19:55.206570,2026-07-04T11:44:54.253704
PERMIT-009653,9653,confined_space,active,unit-3-zone-1,unit-3,2026-06-25T03:37:24.388439,2026-06-25T07:07:56.160188
PERMIT-009654,9654,general,active,unit-2-zone-1,unit-2,2026-06-22T16:07:45.498596,2026-06-22T23:44:16.714316
PERMIT-009655,9655,confined_space,active,unit-5-zone-3,unit-5,2026-07-04T05:47:52.360548,2026-07-04T08:12:04.118705
PERMIT-009656,9656,confined_space,active,unit-3-zone-2,unit-3,2026-06-25T03:56:33.973257,2026-06-25T10:57:02.626000
PERMIT-009657,9657,confined_space,active,unit-3-zone-2,unit-3,2026-06-25T03:52:47.278542,2026-06-25T10:03:46.444421
PERMIT-009658,9658,confined_space,active,unit-4-zone-1,unit-4,2026-06-23T07:03:57.644586,2026-06-23T14:13:31.182121
PERMIT-009659,9659,confined_space,expired,unit-2-zone-3,unit-2,2026-06-22T15:50:43.422406,2026-06-22T16:08:47.352075
PERMIT-009660,9660,hot_work,expired,unit-1-zone-3,unit-1,2026-06-22T10:17:11.316394,2026-06-22T13:25:48.241493
PERMIT-009661,9661,general,expired,unit-3-zone-2,unit-3,2026-06-25T06:59:10.888454,2026-06-25T07:28:51.587735
PERMIT-009662,9662,confined_space,expired,unit-2-zone-1,unit-2,2026-06-22T16:39:48.545532,2026-06-22T15:54:30.464985
PERMIT-009663,9663,electrical,active,unit-3-zone-1,unit-3,2026-06-25T03:53:08.077899,2026-06-25T09:55:50.510064
PERMIT-009664,9664,general,active,unit-2-zone-3,unit-2,2026-06-22T15:17:02.082133,2026-06-22T21:27:35.514355
PERMIT-009665,9665,confined_space,active,unit-5-zone-3,unit-5,2026-07-04T05:07:03.841563,2026-07-04T09:20:06.654360
PERMIT-009666,9666,electrical,active,unit-1-zone-1,unit-1,2026-06-22T13:04:26.571411,2026-06-22T16:10:44.539608
PERMIT-009667,9667,electrical,active,unit-3-zone-3,unit-3,2026-06-25T04:45:17.222587,2026-06-25T08:26:04.931389
PERMIT-009668,9668,confined_space,expired,unit-3-zone-2,unit-3,2026-06-25T06:43:56.156253,2026-06-25T06:39:41.812936
PERMIT-009669,9669,confined_space,expired,unit-5-zone-1,unit-5,2026-07-04T03:34:12.866616,2026-07-04T06:33:41.775462
PERMIT-009670,9670,electrical,expired,unit-4-zone-1,unit-4,2026-06-23T08:18:12.891869,2026-06-23T08:30:48.068700
PERMIT-009671,9671,confined_space,active,unit-5-zone-2,unit-5,2026-07-04T06:11:21.359938,2026-07-04T12:33:46.733951
PERMIT-009672,9672,confined_space,expired,unit-1-zone-3,unit-1,2026-06-22T11:43:54.077088,2026-06-22T13:37:32.105318
PERMIT-009673,9673,general,active,unit-2-zone-2,unit-2,2026-06-22T17:41:01.994736,2026-06-22T22:22:55.806755
PERMIT-009674,9674,hot_work,active,unit-1-zone-1,unit-1,2026-06-22T12:28:38.993036,2026-06-22T14:55:49.014981
PERMIT-009675,9675,confined_space,active,unit-5-zone-3,unit-5,2026-07-04T04:40:03.285095,2026-07-04T09:11:40.330362
PERMIT-009676,9676,electrical,active,unit-4-zone-3,unit-4,2026-06-23T08:41:01.771173,2026-06-23T15:05:59.104222
PERMIT-009677,9677,hot_work,active,unit-4-zone-3,unit-4,2026-06-23T06:50:37.255715,2026-06-23T13:40:12.758610
PERMIT-009678,9678,hot_work,expired,unit-1-zone-1,unit-1,2026-06-22T13:32:30.481122,2026-06-22T12:33:56.396065
PERMIT-009679,9679,general,active,unit-4-zone-2,unit-4,2026-06-23T06:02:10.374339,2026-06-23T09:53:24.771262
PERMIT-009680,9680,general,expired,unit-1-zone-3,unit-1,2026-06-22T12:09:45.479997,2026-06-22T14:10:15.648137
PERMIT-009681,9681,hot_work,active,unit-2-zone-2,unit-2,2026-06-22T17:32:31.667024,2026-06-22T21:41:54.729519
PERMIT-009682,9682,electrical,active,unit-4-zone-2,unit-4,2026-06-23T06:49:16.949909,2026-06-23T10:16:03.959582
PERMIT-009683,9683,electrical,active,unit-1-zone-3,unit-1,2026-06-22T12:17:24.529049,2026-06-22T17:04:30.841009
PERMIT-009684,9684,confined_space,expired,unit-5-zone-1,unit-5,2026-07-04T03:52:37.758912,2026-07-04T07:05:21.863199
PERMIT-009685,9685,general,active,unit-2-zone-3,unit-2,2026-06-22T16:06:46.329758,2026-06-22T20:04:37.008949
PERMIT-009686,9686,general,active,unit-1-zone-3,unit-1,2026-06-22T11:39:16.573016,2026-06-22T19:16:03.501003
PERMIT-009687,9687,confined_space,expired,unit-5-zone-3,unit-5,2026-07-04T05:33:55.642209,2026-07-04T07:22:02.161936
PERMIT-009688,9688,hot_work,active,unit-5-zone-3,unit-5,2026-07-04T05:16:26.180033,2026-07-04T08:48:22.257456
PERMIT-009689,9689,electrical,active,unit-1-zone-1,unit-1,2026-06-22T14:59:52.893640,2026-06-22T22:22:58.458923
PERMIT-009690,9690,confined_space,expired,unit-1-zone-2,unit-1,2026-06-22T12:34:25.790618,2026-06-22T14:46:16.565139
PERMIT-009691,9691,confined_space,active,unit-3-zone-3,unit-3,2026-06-25T06:56:56.260098,2026-06-25T10:07:58.429455
PERMIT-009692,9692,general,active,unit-4-zone-3,unit-4,2026-06-23T06:14:00.565694,2026-06-23T10:14:17.465251
PERMIT-009693,9693,general,active,unit-2-zone-3,unit-2,2026-06-22T16:05:52.580138,2026-06-22T21:17:46.284773
PERMIT-009694,9694,hot_work,active,unit-1-zone-2,unit-1,2026-06-22T14:02:55.770248,2026-06-22T19:52:59.093977
PERMIT-009695,9695,electrical,active,unit-5-zone-2,unit-5,2026-07-04T07:20:37.956671,2026-07-04T12:42:27.711059
PERMIT-009696,9696,general,expired,unit-3-zone-1,unit-3,2026-06-25T04:33:15.313970,2026-06-25T08:09:30.409101
PERMIT-009697,9697,electrical,active,unit-1-zone-3,unit-1,2026-06-22T11:41:07.435973,2026-06-22T16:52:06.656472
PERMIT-009698,9698,general,active,unit-5-zone-3,unit-5,2026-07-04T06:17:11.770554,2026-07-04T14:10:18.802308
PERMIT-009699,9699,hot_work,active,unit-1-zone-1,unit-1,2026-06-22T13:48:13.400807,2026-06-22T20:01:24.487916
PERMIT-009700,9700,electrical,active,unit-4-zone-2,unit-4,2026-06-23T06:52:00.335723,2026-06-23T14:05:07.188099
PERMIT-009701,9701,electrical,active,unit-1-zone-1,unit-1,2026-06-22T12:15:44.413976,2026-06-22T16:20:26.903760
PERMIT-009702,9702,electrical,active,unit-3-zone-2,unit-3,2026-06-25T06:01:13.234784,2026-06-25T13:38:35.620852
PERMIT-009703,9703,general,active,unit-2-zone-2,unit-2,2026-06-22T18:16:16.693559,2026-06-23T01:16:31.586014
PERMIT-009704,9704,confined_space,active,unit-1-zone-2,unit-1,2026-06-22T12:52:18.557846,2026-06-22T16:44:11.664251
PERMIT-009705,9705,general,active,unit-4-zone-3,unit-4,2026-06-23T09:28:52.546398,2026-06-23T13:17:26.612789
PERMIT-009706,9706,general,active,unit-3-zone-2,unit-3,2026-06-25T08:08:31.788513,2026-06-25T13:20:13.362130
PERMIT-009707,9707,general,active,unit-5-zone-2,unit-5,2026-07-04T06:22:30.910019,2026-07-04T08:48:40.101490
PERMIT-009708,9708,electrical,active,unit-4-zone-1,unit-4,2026-06-23T07:12:08.380744,2026-06-23T14:50:33.039533
PERMIT-009709,9709,hot_work,active,unit-3-zone-1,unit-3,2026-06-25T06:01:44.005081,2026-06-25T13:16:51.085193
PERMIT-009710,9710,general,active,unit-3-zone-1,unit-3,2026-06-25T07:04:07.006962,2026-06-25T12:58:06.285243
PERMIT-009711,9711,electrical,active,unit-4-zone-1,unit-4,2026-06-23T06:32:12.888863,2026-06-23T11:26:47.138168
PERMIT-009712,9712,confined_space,active,unit-4-zone-1,unit-4,2026-06-23T07:56:14.002763,2026-06-23T13:36:35.882008
PERMIT-009713,9713,electrical,active,unit-1-zone-2,unit-1,2026-06-22T12:53:57.607421,2026-06-22T19:21:42.412797
PERMIT-009714,9714,confined_space,active,unit-5-zone-2,unit-5,2026-07-04T07:47:20.831853,2026-07-04T13:49:10.320943
PERMIT-009715,9715,hot_work,expired,unit-4-zone-2,unit-4,2026-06-23T07:18:45.123132,2026-06-23T09:20:48.773935
PERMIT-009716,9716,confined_space,active,unit-2-zone-1,unit-2,2026-06-22T17:06:55.167439,2026-06-22T19:35:54.349289
PERMIT-009717,9717,general,active,unit-1-zone-1,unit-1,2026-06-22T12:31:23.226660,2026-06-22T16:43:26.750247
PERMIT-009718,9718,electrical,expired,unit-4-zone-2,unit-4,2026-06-23T08:09:24.698949,2026-06-23T10:14:32.241804
PERMIT-009719,9719,confined_space,active,unit-3-zone-3,unit-3,2026-06-25T07:46:48.335676,2026-06-25T14:04:35.536945
PERMIT-009720,9720,general,active,unit-1-zone-3,unit-1,2026-06-22T13:38:34.696500,2026-06-22T17:01:45.150544
PERMIT-009721,9721,general,active,unit-1-zone-3,unit-1,2026-06-22T15:35:56.355279,2026-06-22T19:05:59.552787
PERMIT-009722,9722,hot_work,active,unit-2-zone-1,unit-2,2026-06-22T17:40:01.148229,2026-06-22T20:20:12.130020
PERMIT-009723,9723,confined_space,active,unit-2-zone-3,unit-2,2026-06-22T15:18:24.115883,2026-06-22T20:40:50.874527
PERMIT-009724,9724,general,expired,unit-2-zone-3,unit-2,2026-06-22T17:02:38.623373,2026-06-22T18:18:05.864338
PERMIT-009725,9725,general,active,unit-1-zone-2,unit-1,2026-06-22T15:02:30.002990,2026-06-22T18:47:18.111505
PERMIT-009726,9726,confined_space,revoked,unit-3-zone-3,unit-3,2026-06-25T08:24:38.131079,2026-06-25T13:21:55.642788
PERMIT-009727,9727,electrical,expired,unit-4-zone-1,unit-4,2026-06-23T07:06:59.204516,2026-06-23T09:47:05.310310
PERMIT-009728,9728,electrical,active,unit-2-zone-1,unit-2,2026-06-22T18:12:14.938094,2026-06-23T01:45:18.921916
PERMIT-009729,9729,confined_space,active,unit-5-zone-1,unit-5,2026-07-04T08:10:46.536864,2026-07-04T10:18:22.143522
PERMIT-009730,9730,general,revoked,unit-3-zone-3,unit-3,2026-06-25T05:36:43.849183,2026-06-25T07:54:57.925654
PERMIT-009731,9731,hot_work,active,unit-3-zone-2,unit-3,2026-06-25T09:16:30.100097,2026-06-25T15:23:51.095084
PERMIT-009732,9732,confined_space,active,unit-4-zone-3,unit-4,2026-06-23T11:03:37.591374,2026-06-23T16:42:13.624370
PERMIT-009733,9733,confined_space,expired,unit-5-zone-3,unit-5,2026-07-04T08:38:11.227932,2026-07-04T08:52:33.569536
PERMIT-009734,9734,electrical,expired,unit-5-zone-3,unit-5,2026-07-04T07:42:24.137183,2026-07-04T08:08:19.657556
PERMIT-009735,9735,confined_space,expired,unit-4-zone-2,unit-4,2026-06-23T08:05:10.354084,2026-06-23T11:05:43.849736
PERMIT-009736,9736,confined_space,expired,unit-3-zone-3,unit-3,2026-06-25T06:27:33.375593,2026-06-25T09:20:58.603627
PERMIT-009737,9737,electrical,active,unit-2-zone-2,unit-2,2026-06-22T18:12:02.984049,2026-06-23T00:37:05.296820
PERMIT-009738,9738,general,active,unit-5-zone-2,unit-5,2026-07-04T08:05:56.312233,2026-07-04T15:44:00.278343
PERMIT-009739,9739,hot_work,active,unit-3-zone-1,unit-3,2026-06-25T08:41:56.763927,2026-06-25T12:30:21.567418
PERMIT-009740,9740,hot_work,expired,unit-2-zone-2,unit-2,2026-06-22T18:32:49.443286,2026-06-22T17:46:54.649589
PERMIT-009741,9741,general,expired,unit-2-zone-2,unit-2,2026-06-22T15:52:01.038668,2026-06-22T19:41:54.119194
PERMIT-009742,9742,confined_space,active,unit-1-zone-1,unit-1,2026-06-22T15:01:51.636616,2026-06-22T22:24:13.052082
PERMIT-009743,9743,electrical,active,unit-5-zone-2,unit-5,2026-07-04T07:11:56.253570,2026-07-04T12:22:06.266859
PERMIT-009744,9744,general,active,unit-2-zone-2,unit-2,2026-06-22T17:47:25.035296,2026-06-22T20:22:30.411271
PERMIT-009745,9745,confined_space,active,unit-4-zone-2,unit-4,2026-06-23T09:50:48.724445,2026-06-23T13:14:41.353104
PERMIT-009746,9746,general,active,unit-3-zone-2,unit-3,2026-06-25T08:22:17.105860,2026-06-25T10:52:58.424311
PERMIT-009747,9747,general,active,unit-2-zone-3,unit-2,2026-06-22T16:33:04.793204,2026-06-22T22:39:22.031340
PERMIT-009748,9748,general,active,unit-5-zone-2,unit-5,2026-07-04T07:26:33.076454,2026-07-04T14:04:51.500470
PERMIT-009749,9749,hot_work,active,unit-2-zone-3,unit-2,2026-06-22T18:17:40.055559,2026-06-23T01:02:31.055326
PERMIT-009750,9750,general,active,unit-2-zone-2,unit-2,2026-06-22T17:08:59.275326,2026-06-23T00:36:24.761926
PERMIT-009751,9751,general,active,unit-3-zone-2,unit-3,2026-06-25T09:52:43.000193,2026-06-25T14:09:49.236358
PERMIT-009752,9752,electrical,active,unit-2-zone-2,unit-2,2026-06-22T19:11:43.279332,2026-06-22T22:57:38.389523
PERMIT-009753,9753,hot_work,active,unit-3-zone-3,unit-3,2026-06-25T08:23:50.243424,2026-06-25T13:00:21.761474
PERMIT-009754,9754,general,active,unit-2-zone-2,unit-2,2026-06-22T18:40:39.805163,2026-06-22T23:09:44.471869
PERMIT-009755,9755,confined_space,expired,unit-1-zone-3,unit-1,2026-06-22T14:12:47.282393,2026-06-22T15:26:16.505997
PERMIT-009756,9756,confined_space,active,unit-5-zone-2,unit-5,2026-07-04T06:26:28.943454,2026-07-04T11:06:17.303142
PERMIT-009757,9757,confined_space,expired,unit-4-zone-1,unit-4,2026-06-23T11:22:47.392046,2026-06-23T11:14:33.300530
PERMIT-009758,9758,hot_work,expired,unit-4-zone-3,unit-4,2026-06-23T09:39:20.509043,2026-06-23T10:14:54.465269
PERMIT-009759,9759,hot_work,active,unit-4-zone-2,unit-4,2026-06-23T09:59:51.490899,2026-06-23T13:52:14.719921
PERMIT-009760,9760,hot_work,active,unit-3-zone-3,unit-3,2026-06-25T09:39:13.547679,2026-06-25T16:54:48.705144
PERMIT-009761,9761,electrical,active,unit-3-zone-2,unit-3,2026-06-25T10:18:15.637581,2026-06-25T18:06:22.916554
PERMIT-009762,9762,general,expired,unit-5-zone-2,unit-5,2026-07-04T08:44:50.522282,2026-07-04T09:12:05.220875
PERMIT-009763,9763,electrical,expired,unit-3-zone-2,unit-3,2026-06-25T08:50:05.554236,2026-06-25T10:29:47.513150
PERMIT-009764,9764,general,active,unit-3-zone-1,unit-3,2026-06-25T08:57:40.568543,2026-06-25T11:15:47.316889
PERMIT-009765,9765,confined_space,active,unit-3-zone-1,unit-3,2026-06-25T10:25:27.323109,2026-06-25T16:47:02.331641
PERMIT-009766,9766,electrical,active,unit-3-zone-2,unit-3,2026-06-25T11:03:02.496128,2026-06-25T16:05:49.420847
PERMIT-009767,9767,general,active,unit-2-zone-3,unit-2,2026-06-22T18:54:21.487642,2026-06-23T00:47:31.945377
PERMIT-009768,9768,general,active,unit-5-zone-2,unit-5,2026-07-04T07:12:03.382876,2026-07-04T13:34:46.391647
PERMIT-009769,9769,electrical,active,unit-3-zone-3,unit-3,2026-06-25T08:25:44.687308,2026-06-25T14:54:24.382563
PERMIT-009770,9770,electrical,expired,unit-3-zone-3,unit-3,2026-06-25T08:43:06.565604,2026-06-25T10:32:32.298395
PERMIT-009771,9771,electrical,active,unit-3-zone-1,unit-3,2026-06-25T09:56:44.064150,2026-06-25T13:00:01.923972
PERMIT-009772,9772,electrical,active,unit-1-zone-3,unit-1,2026-06-22T16:31:18.233278,2026-06-22T22:20:10.843366
PERMIT-009773,9773,hot_work,active,unit-4-zone-1,unit-4,2026-06-23T08:44:37.536774,2026-06-23T16:09:53.842034
PERMIT-009774,9774,general,active,unit-3-zone-3,unit-3,2026-06-25T12:00:56.065890,2026-06-25T17:27:17.425288
PERMIT-009775,9775,general,active,unit-2-zone-2,unit-2,2026-06-22T18:27:48.238257,2026-06-22T23:26:51.063591
PERMIT-009776,9776,electrical,expired,unit-1-zone-1,unit-1,2026-06-22T17:13:32.143631,2026-06-22T15:46:07.240232
PERMIT-009777,9777,general,expired,unit-4-zone-3,unit-4,2026-06-23T09:08:55.044507,2026-06-23T12:06:33.304183
PERMIT-009778,9778,electrical,active,unit-4-zone-1,unit-4,2026-06-23T11:36:57.418206,2026-06-23T18:49:09.406105
